,weathersit,day,dteday,temp_celsius,windspeed_kh,atemp,hum,season,yr,mnth,holiday,weekday,workingday,casual,registered,cnt
510,1,511,25/05/2012,27.88,9.41685,0.627529,74.7083,2,1,5,0,5,1,1417,5317,6734
511,1,512,26/05/2012,28.3925,13.332464000000002,0.642696,73.25,2,1,5,0,6,0,2855,3681,6536
512,1,513,27/05/2012,28.29,14.416457000000001,0.641425,69.7083,2,1,5,0,0,0,3283,3308,6591
513,1,514,28/05/2012,29.2125,13.166907,0.6793,67.625,2,1,5,1,1,0,2557,3486,6043
514,1,515,29/05/2012,29.6225,19.7918,0.672992,68.4583,2,1,5,0,2,1,880,4863,5743
515,2,516,30/05/2012,26.923346999999996,9.000043,0.611129,67.0,2,1,5,0,3,1,745,6110,6855
516,1,517,31/05/2012,27.88,13.083692999999998,0.631329,49.2917,2,1,5,0,4,1,1100,6238,7338
517,2,518,01/06/2012,26.820846999999997,15.916720999999999,0.607962,75.5417,2,1,6,0,5,1,533,3594,4127
518,1,519,02/06/2012,23.916653,12.499654,0.566288,54.9167,2,1,6,0,6,0,2795,5325,8120
519,1,520,03/06/2012,24.7025,12.333829,0.575133,49.3333,2,1,6,0,0,0,2494,5147,7641
520,1,521,04/06/2012,24.4975,19.083810999999997,0.578283,48.7083,2,1,6,0,1,1,1071,5927,6998
521,2,522,05/06/2012,22.174153,14.041525,0.525892,61.3333,2,1,6,0,2,1,968,6033,7001
522,1,523,06/06/2012,22.720847,5.167375,0.542292,61.125,2,1,6,0,3,1,1027,6028,7055
523,1,524,07/06/2012,24.7025,10.54245,0.569442,56.7083,2,1,6,0,4,1,1038,6456,7494
524,1,525,08/06/2012,26.615847,11.750661000000001,0.597862,46.7917,2,1,6,0,5,1,1488,6248,7736
525,1,526,09/06/2012,29.144153000000003,9.667228999999999,0.648367,43.7083,2,1,6,0,6,0,2708,4790,7498
526,1,527,10/06/2012,29.793346999999997,8.959307,0.663517,53.8333,2,1,6,0,0,0,2224,4374,6598
527,2,528,11/06/2012,29.554153000000003,13.916770999999999,0.659721,58.7917,2,1,6,0,1,1,1017,5647,6664
528,2,529,12/06/2012,26.786653,14.374582,0.597875,83.3333,2,1,6,0,2,1,477,4495,4972
529,1,530,13/06/2012,26.889153000000004,22.999693,0.611117,58.2083,2,1,6,0,3,1,1173,6248,7421
530,1,531,14/06/2012,26.581653000000003,17.000110999999997,0.624383,56.9583,2,1,6,0,4,1,1180,6183,7363
531,1,532,15/06/2012,26.205847,11.833339,0.599754,58.9583,2,1,6,0,5,1,1563,6102,7665
532,1,533,16/06/2012,25.898347,11.166689,0.594708,50.4167,2,1,6,0,6,0,2963,4739,7702
533,1,534,17/06/2012,24.2925,9.708568,0.571975,59.875,2,1,6,0,0,0,2634,4344,6978
534,2,535,18/06/2012,23.301652999999998,11.707982000000001,0.544842,77.7917,2,1,6,0,1,1,653,4446,5099
535,1,536,19/06/2012,28.221653000000003,9.917139,0.654692,69.0,2,1,6,0,2,1,968,5857,6825
536,1,537,20/06/2012,32.0825,7.625404,0.720975,59.2083,2,1,6,0,3,1,872,5339,6211
537,1,538,21/06/2012,33.039153000000006,7.958728999999999,0.752542,56.7917,3,1,6,0,4,1,778,5127,5905
538,1,539,22/06/2012,31.8775,12.250414,0.724121,57.375,3,1,6,0,5,1,964,4859,5823
539,1,540,23/06/2012,29.998346999999995,12.041307000000002,0.652792,53.4583,3,1,6,0,6,0,2657,4801,7458
540,1,541,24/06/2012,30.476653000000002,9.750175,0.674254,47.9167,3,1,6,0,0,0,2551,4340,6891
541,1,542,25/06/2012,29.349153,20.125660999999997,0.654042,50.4167,3,1,6,0,1,1,1139,5640,6779
542,1,543,26/06/2012,25.864152999999998,23.292014,0.594704,37.3333,3,1,6,0,2,1,1077,6365,7442
543,1,544,27/06/2012,28.5975,18.208925,0.640792,36.0,3,1,6,0,3,1,1077,6258,7335
544,1,545,28/06/2012,30.715846999999997,11.50055,0.675512,42.25,3,1,6,0,4,1,921,5958,6879
545,1,546,29/06/2012,34.200846999999996,11.082939,0.786613,48.875,3,1,6,0,5,1,829,4634,5463
546,1,547,30/06/2012,31.365,10.791757,0.687508,60.125,3,1,6,0,6,0,1455,4232,5687
547,1,548,01/07/2012,33.449153,11.291443,0.750629,51.875,3,1,7,0,0,0,1421,4110,5531
548,1,549,02/07/2012,32.048347,13.082889,0.702038,44.7083,3,1,7,0,1,1,904,5323,6227
549,1,550,03/07/2012,32.014153,8.457879,0.70265,49.2083,3,1,7,0,2,1,1052,5608,6660
550,1,551,04/07/2012,32.355847,9.04165,0.732337,53.875,3,1,7,1,3,0,2562,4841,7403
551,1,552,05/07/2012,33.9275,12.999943,0.761367,45.7917,3,1,7,0,4,1,1405,4836,6241
552,1,553,06/07/2012,33.961653000000005,9.791514,0.752533,45.0833,3,1,7,0,5,1,1366,4841,6207
553,1,554,07/07/2012,35.328346999999994,10.958117999999999,0.804913,49.2083,3,1,7,0,6,0,1448,3392,4840
554,1,555,08/07/2012,33.7225,8.417143,0.790396,57.375,3,1,7,0,0,0,1203,3469,4672
555,2,556,09/07/2012,29.144153000000003,12.125325,0.654054,68.3333,3,1,7,0,1,1,998,5571,6569
556,2,557,10/07/2012,29.554153000000003,10.166379,0.664796,66.75,3,1,7,0,2,1,954,5336,6290
557,1,558,11/07/2012,29.383346999999997,10.166111,0.650271,63.3333,3,1,7,0,3,1,975,6289,7264
558,1,559,12/07/2012,29.349153,9.833925,0.654683,52.9583,3,1,7,0,4,1,1032,6414,7446
559,2,560,13/07/2012,29.998346999999995,5.41695,0.667933,48.5833,3,1,7,0,5,1,1511,5988,7499
560,2,561,14/07/2012,28.836653000000002,9.626493,0.666042,69.9167,3,1,7,0,6,0,2355,4614,6969
561,1,562,15/07/2012,30.579153,11.166689,0.705196,71.7917,3,1,7,0,0,0,1920,4111,6031
562,1,563,16/07/2012,31.296653000000003,11.000529,0.724125,64.5,3,1,7,0,1,1,1088,5742,6830
563,1,564,17/07/2012,33.551653,7.666742999999999,0.755683,50.5833,3,1,7,0,2,1,921,5865,6786
564,1,565,18/07/2012,32.526653,9.208614,0.745583,57.7083,3,1,7,0,3,1,799,4914,5713
565,1,566,19/07/2012,31.57,11.083743,0.714642,60.0417,3,1,7,0,4,1,888,5703,6591
566,2,567,20/07/2012,27.299153000000004,14.000789000000001,0.613025,84.4167,3,1,7,0,5,1,747,5123,5870
567,3,568,21/07/2012,24.429153,14.2911,0.549912,86.5417,3,1,7,0,6,0,1264,3195,4459
568,2,569,22/07/2012,27.3675,6.2926936,0.623125,76.25,3,1,7,0,0,0,2544,4866,7410
569,1,570,23/07/2012,30.408346999999996,9.291761,0.690017,69.4167,3,1,7,0,1,1,1135,5831,6966
570,1,571,24/07/2012,30.784153000000003,14.167418,0.70645,65.5,3,1,7,0,2,1,1140,6452,7592
571,1,572,25/07/2012,29.690846999999998,11.0416,0.654054,45.0,3,1,7,0,3,1,1383,6790,8173
572,1,573,26/07/2012,31.843346999999998,19.082470999999998,0.739263,59.6667,3,1,7,0,4,1,1036,5825,6861
573,1,574,27/07/2012,32.048347,10.250464,0.734217,59.4583,3,1,7,0,5,1,1259,5645,6904
574,1,575,28/07/2012,30.989153,10.54245,0.697604,61.3333,3,1,7,0,6,0,2234,4451,6685
575,1,576,29/07/2012,29.588347,11.416532,0.667933,62.375,3,1,7,0,0,0,2153,4444,6597
576,1,577,30/07/2012,29.964153000000003,10.292339,0.684987,66.875,3,1,7,0,1,1,1040,6065,7105
577,1,578,31/07/2012,29.246653000000002,11.083475,0.662896,70.4167,3,1,7,0,2,1,968,6248,7216
578,1,579,01/08/2012,29.4175,9.458993,0.667308,67.75,3,1,8,0,3,1,1074,6506,7580
579,1,580,02/08/2012,30.8525,8.666718,0.707088,65.9583,3,1,8,0,4,1,983,6278,7261
580,2,581,03/08/2012,31.399153000000002,14.458064000000002,0.722867,64.25,3,1,8,0,5,1,1328,5847,7175
581,1,582,04/08/2012,32.526653,17.249685999999997,0.751267,61.3333,3,1,8,0,6,0,2345,4479,6824
582,1,583,05/08/2012,31.535846999999997,19.458207,0.731079,65.25,3,1,8,0,0,0,1707,3757,5464
583,2,584,06/08/2012,30.8525,8.666718,0.710246,65.4167,3,1,8,0,1,1,1233,5780,7013
584,2,585,07/08/2012,30.169153,7.832836,0.697621,70.375,3,1,8,0,2,1,1278,5995,7273
585,2,586,08/08/2012,30.75,7.4169,0.707717,67.2917,3,1,8,0,3,1,1263,6271,7534
586,1,587,09/08/2012,30.989153,10.4587,0.699508,62.0417,3,1,8,0,4,1,1196,6090,7286
587,2,588,10/08/2012,29.349153,16.000470999999997,0.667942,71.5833,3,1,8,0,5,1,1065,4721,5786
588,2,589,11/08/2012,28.3925,13.834093,0.638267,73.2917,3,1,8,0,6,0,2247,4052,6299
589,1,590,12/08/2012,28.734153000000003,8.208304,0.644579,53.0417,3,1,8,0,0,0,2182,4362,6544
590,1,591,13/08/2012,29.554153000000003,9.126204,0.662254,54.5417,3,1,8,0,1,1,1207,5676,6883
591,1,592,14/08/2012,29.793346999999997,11.333586,0.676779,68.6667,3,1,8,0,2,1,1128,5656,6784
592,1,593,15/08/2012,28.973346999999997,11.374657000000001,0.654037,61.9583,3,1,8,0,3,1,1198,6149,7347
593,1,594,16/08/2012,29.485846999999996,9.500332,0.654688,51.9167,3,1,8,0,4,1,1338,6267,7605
594,1,595,17/08/2012,29.656653000000002,15.500717999999999,0.2424,57.0833,3,1,8,0,5,1,1483,5665,7148
595,1,596,18/08/2012,27.811653000000003,11.917089,0.618071,60.3333,3,1,8,0,6,0,2827,5038,7865
596,2,597,19/08/2012,26.069153,5.79215,0.603554,71.1667,3,1,8,0,0,0,1208,3341,4549
597,2,598,20/08/2012,26.069153,8.708592999999999,0.595967,73.4167,3,1,8,0,1,1,1026,5504,6530
598,1,599,21/08/2012,26.615847,4.875643599999999,0.601025,67.375,3,1,8,0,2,1,1081,5925,7006
599,1,600,22/08/2012,27.3675,4.708981099999999,0.621854,67.7083,3,1,8,0,3,1,1094,6281,7375
600,1,601,23/08/2012,28.529153000000004,5.667918599999999,0.637008,63.5833,3,1,8,0,4,1,1363,6402,7765
601,2,602,24/08/2012,28.8025,4.833768599999999,0.6471,61.5,3,1,8,0,5,1,1325,6257,7582
602,2,603,25/08/2012,27.128346999999998,16.375335999999997,0.618696,71.2917,3,1,8,0,6,0,1829,4224,6053
603,2,604,26/08/2012,26.786653,15.333485999999999,0.595996,84.5833,3,1,8,0,0,0,1483,3772,5255
604,1,605,27/08/2012,28.836653000000002,8.625111,0.654688,73.0417,3,1,8,0,1,1,989,5928,6917
605,1,606,28/08/2012,29.861653000000004,12.791975,0.66605,62.0,3,1,8,0,2,1,935,6105,7040
606,1,607,29/08/2012,28.085,7.541653999999999,0.635733,55.2083,3,1,8,0,3,1,1177,6520,7697
607,1,608,30/08/2012,28.973346999999997,5.166818900000001,0.652779,59.0417,3,1,8,0,4,1,1172,6541,7713
608,1,609,31/08/2012,31.330847,11.291711,0.6894,58.75,3,1,8,0,5,1,1433,5917,7350
609,2,610,01/09/2012,30.886653000000003,7.5835289999999995,0.702654,63.8333,3,1,9,0,6,0,2352,3788,6140
610,2,611,02/09/2012,28.563346999999997,4.2927436,0.649,81.5,3,1,9,0,0,0,2613,3197,5810
611,1,612,03/09/2012,29.0075,10.125107,0.661629,79.0833,3,1,9,1,1,0,1965,4069,6034
612,1,613,04/09/2012,29.759153,15.833507,0.686888,75.5,3,1,9,0,2,1,867,5997,6864
613,1,614,05/09/2012,30.203346999999997,12.583136,0.708983,74.125,3,1,9,0,3,1,832,6280,7112
614,2,615,06/09/2012,28.563346999999997,9.542207000000001,0.655329,81.0417,3,1,9,0,4,1,611,5592,6203
615,1,616,07/09/2012,28.836653000000002,11.500282,0.657204,73.625,3,1,9,0,5,1,1045,6459,7504
616,2,617,08/09/2012,27.025847,18.833968,0.611121,79.9167,3,1,9,0,6,0,1557,4419,5976
617,1,618,09/09/2012,25.01,15.041232,0.578925,54.75,3,1,9,0,0,0,2570,5657,8227
618,1,619,10/09/2012,23.916653,17.333771,0.565654,50.375,3,1,9,0,1,1,1118,6407,7525
619,1,620,11/09/2012,23.6775,6.1676314,0.554292,52.0,3,1,9,0,2,1,1070,6697,7767
620,1,621,12/09/2012,24.565847,8.833682000000001,0.570075,57.7083,3,1,9,0,3,1,1050,6820,7870
621,1,622,13/09/2012,25.1125,5.5422936,0.579558,63.7083,3,1,9,0,4,1,1054,6750,7804
622,1,623,14/09/2012,25.966653,6.958821,0.594083,67.25,3,1,9,0,5,1,1379,6630,8009
623,1,624,15/09/2012,24.941653,16.583907,0.585867,50.1667,3,1,9,0,6,0,3160,5554,8714
624,1,625,16/09/2012,23.78,6.042281099999999,0.563125,57.0,3,1,9,0,0,0,2166,5167,7333
625,2,626,17/09/2012,23.814153,10.166714,0.55305,73.4583,3,1,9,0,1,1,1022,5847,6869
626,2,627,18/09/2012,25.556653,23.958329,0.565067,87.25,3,1,9,0,2,1,371,3702,4073
627,1,628,19/09/2012,22.6525,14.416725,0.540404,53.6667,3,1,9,0,3,1,788,6803,7591
628,1,629,20/09/2012,22.413347,7.917189,0.532192,61.8333,3,1,9,0,4,1,939,6781,7720
629,1,630,21/09/2012,24.565847,10.333343,0.571971,66.875,3,1,9,0,5,1,1250,6917,8167
630,1,631,22/09/2012,26.65,19.000061,0.610488,64.6667,3,1,9,0,6,0,2512,5883,8395
631,1,632,23/09/2012,21.695847,14.958286,0.518933,46.7083,4,1,9,0,0,0,2454,5453,7907
632,1,633,24/09/2012,21.080847,9.541068,0.502513,49.2917,4,1,9,0,1,1,1001,6435,7436
633,1,634,25/09/2012,22.55,15.833507,0.544179,57.0,4,1,9,0,2,1,845,6693,7538
634,1,635,26/09/2012,26.035,16.3748,0.5966130000000001,63.0833,4,1,9,0,3,1,787,6946,7733
635,2,636,27/09/2012,26.65,9.000914,0.607975,69.0833,4,1,9,0,4,1,751,6642,7393
636,2,637,28/09/2012,25.385847000000002,10.999993,0.585863,69.0,4,1,9,0,5,1,1045,6370,7415
637,1,638,29/09/2012,22.2425,15.249467999999998,0.530296,54.2917,4,1,9,0,6,0,2589,5966,8555
638,1,639,30/09/2012,21.593347,9.042186000000001,0.517663,58.3333,4,1,9,0,0,0,2015,4874,6889
639,2,640,01/10/2012,21.354153,6.083881400000001,0.512,64.9167,4,1,10,0,1,1,763,6015,6778
640,3,641,02/10/2012,24.224153,6.999825,0.542333,87.1667,4,1,10,0,2,1,315,4324,4639
641,2,642,03/10/2012,26.9575,4.4585685999999995,0.599133,79.375,4,1,10,0,3,1,728,6844,7572
642,2,643,04/10/2012,26.9575,7.8755820000000005,0.607975,72.2917,4,1,10,0,4,1,891,6437,7328
643,1,644,05/10/2012,25.215,7.12545,0.580187,62.75,4,1,10,0,5,1,1516,6640,8156
644,1,645,06/10/2012,22.720847,17.957675,0.538521,66.4167,4,1,10,0,6,0,3031,4934,7965
645,2,646,07/10/2012,17.049153,9.457854,0.419813,70.8333,4,1,10,0,0,0,781,2729,3510
646,2,647,08/10/2012,15.716652999999999,12.708492999999999,0.387608,70.9583,4,1,10,1,1,0,874,4604,5478
647,2,648,09/10/2012,18.313347,12.7501,0.438112,76.1667,4,1,10,0,2,1,601,5791,6392
648,1,649,10/10/2012,21.080847,12.584007000000001,0.503142,63.0833,4,1,10,0,3,1,780,6911,7691
649,1,650,11/10/2012,17.835,12.166932000000001,0.431167,46.3333,4,1,10,0,4,1,834,6736,7570
650,1,651,12/10/2012,17.9375,15.751164000000001,0.433071,53.9167,4,1,10,0,5,1,1060,6222,7282
651,1,652,13/10/2012,16.126653,9.791514,0.391396,49.4583,4,1,10,0,6,0,2252,4857,7109
652,1,653,14/10/2012,21.388347,18.667004000000002,0.508204,64.0417,4,1,10,0,0,0,2080,4559,6639
653,2,654,15/10/2012,23.028347,19.834479,0.53915,70.75,4,1,10,0,1,1,760,5115,5875
654,1,655,16/10/2012,19.201653,12.208807,0.460846,55.8333,4,1,10,0,2,1,922,6612,7534
655,1,656,17/10/2012,18.689153,6.791857,0.450108,69.2917,4,1,10,0,3,1,979,6482,7461
656,2,657,18/10/2012,21.4225,15.874779,0.512625,72.8333,4,1,10,0,4,1,1008,6501,7509
657,2,658,19/10/2012,23.096653,9.041917999999999,0.537896,81.5,4,1,10,0,5,1,753,4671,5424
658,1,659,20/10/2012,19.850847,7.874979,0.472842,57.2917,4,1,10,0,6,0,2806,5284,8090
659,1,660,21/10/2012,19.030847,11.125618,0.456429,51.0,4,1,10,0,0,0,2132,4692,6824
660,1,661,22/10/2012,19.9875,5.459381099999999,0.482942,56.8333,4,1,10,0,1,1,830,6228,7058
661,1,662,23/10/2012,22.310847,6.334568599999999,0.530304,64.1667,4,1,10,0,2,1,841,6625,7466
662,1,663,24/10/2012,24.0875,4.876206400000001,0.558721,63.625,4,1,10,0,3,1,795,6898,7693
663,2,664,25/10/2012,22.55,8.333125,0.529688,80.0417,4,1,10,0,4,1,875,6484,7359
664,2,665,26/10/2012,22.379153,8.875289,0.52275,80.7083,4,1,10,0,5,1,1182,6262,7444
665,2,666,27/10/2012,21.73,15.791364000000002,0.515133,72.0,4,1,10,0,6,0,2643,5209,7852
666,2,667,28/10/2012,19.5775,26.666535999999997,0.467771,69.4583,4,1,10,0,0,0,998,3461,4459
667,3,668,29/10/2012,18.04,23.9994,0.4394,88.0,4,1,10,0,1,1,2,20,22
668,2,669,30/10/2012,13.045461999999999,14.271603,0.309909,82.5455,4,1,10,0,2,1,87,1009,1096
669,2,670,31/10/2012,14.6575,11.166689,0.3611,66.6667,4,1,10,0,3,1,419,5147,5566
670,2,671,01/11/2012,14.999153,10.542182,0.369942,58.1667,4,1,11,0,4,1,466,5520,5986
671,1,672,02/11/2012,14.555,17.833725,0.356042,52.2083,4,1,11,0,5,1,618,5229,5847
672,2,673,03/11/2012,14.076653,18.125443,0.323846,49.125,4,1,11,0,6,0,1029,4109,5138
673,1,674,04/11/2012,13.359153,12.000236,0.329538,53.2917,4,1,11,0,0,0,1201,3906,5107
674,1,675,05/11/2012,13.085847,15.833775,0.308075,49.4167,4,1,11,0,1,1,378,4881,5259
675,1,676,06/11/2012,11.514153,11.625371000000001,0.281567,56.7083,4,1,11,0,2,1,466,5220,5686
676,2,677,07/11/2012,12.129153,20.375235999999997,0.274621,54.75,4,1,11,0,3,1,326,4709,5035
677,1,678,08/11/2012,14.439134,23.304945,0.341891,33.3478,4,1,11,0,4,1,340,4975,5315
678,1,679,09/11/2012,14.828347,14.375385999999999,0.35541300000000003,54.0833,4,1,11,0,5,1,709,5283,5992
679,1,680,10/11/2012,15.955847,3.8756686,0.393937,64.5417,4,1,11,0,6,0,2090,4446,6536
680,1,681,11/11/2012,17.254153,8.5425,0.421713,65.9167,4,1,11,0,0,0,2290,4562,6852
681,1,682,12/11/2012,19.885,11.625639,0.475383,74.1667,4,1,11,1,1,0,1097,5172,6269
682,2,683,13/11/2012,14.076653,22.917082,0.323225,66.2917,4,1,11,0,2,1,327,3767,4094
683,1,684,14/11/2012,11.855847,13.374875,0.281563,55.2083,4,1,11,0,3,1,373,5122,5495
684,2,685,15/11/2012,13.188347,10.250129,0.324492,62.0417,4,1,11,0,4,1,320,5125,5445
685,1,686,16/11/2012,14.145,11.458675,0.347204,52.4583,4,1,11,0,5,1,484,5214,5698
686,1,687,17/11/2012,13.325,12.041843,0.326383,54.5417,4,1,11,0,6,0,1313,4316,5629
687,1,688,18/11/2012,14.0425,15.250004,0.337746,69.2917,4,1,11,0,0,0,922,3747,4669
688,2,689,19/11/2012,15.614153,15.749489,0.375621,62.3333,4,1,11,0,1,1,449,5050,5499
689,2,690,20/11/2012,15.340847,5.542575,0.38066700000000003,68.5,4,1,11,0,2,1,534,5100,5634
690,1,691,21/11/2012,14.486653,6.917482000000001,0.364892,61.375,4,1,11,0,3,1,615,4531,5146
691,1,692,22/11/2012,13.94,3.5423436,0.350371,58.0417,4,1,11,1,4,0,955,1470,2425
692,1,693,23/11/2012,15.101653,9.917407,0.378779,56.875,4,1,11,0,5,1,1603,2307,3910
693,1,694,24/11/2012,11.411653,25.250357,0.24874200000000002,40.4583,4,1,11,0,6,0,532,1745,2277
694,1,695,25/11/2012,10.079153,10.0835,0.257583,46.8333,4,1,11,0,0,0,309,2115,2424
695,1,696,26/11/2012,12.846653,3.12555,0.33900399999999997,53.5417,4,1,11,0,1,1,337,4750,5087
696,2,697,27/11/2012,11.958347,15.916654000000001,0.281558,78.6667,4,1,11,0,2,1,123,3836,3959
697,1,698,28/11/2012,12.163347,14.125007,0.28976199999999996,50.625,4,1,11,0,3,1,198,5062,5260
698,1,699,29/11/2012,11.51567,7.739974,0.29842199999999997,55.5652,4,1,11,0,4,1,243,5080,5323
699,1,700,30/11/2012,12.231653,3.9175436,0.323867,64.9583,4,1,11,0,5,1,362,5306,5668
700,2,701,01/12/2012,12.231653,4.0001814,0.316904,80.6667,4,1,12,0,6,0,951,4240,5191
701,2,702,02/12/2012,14.2475,8.333393,0.35920799999999997,82.3333,4,1,12,0,0,0,892,3757,4649
702,1,703,03/12/2012,18.5525,5.5422936,0.455796,76.75,4,1,12,0,1,1,555,5679,6234
703,1,704,04/12/2012,19.509153,11.666642999999999,0.46905399999999997,73.375,4,1,12,0,2,1,551,6055,6606
704,1,705,05/12/2012,17.971653,21.709407000000002,0.428012,48.5,4,1,12,0,3,1,331,5398,5729
705,1,706,06/12/2012,10.489153,11.708518,0.258204,50.875,4,1,12,0,4,1,340,5035,5375
706,2,707,07/12/2012,13.154152999999999,8.7502,0.32195799999999997,76.4167,4,1,12,0,5,1,349,4659,5008
707,2,708,08/12/2012,15.648347,6.792393,0.38950799999999997,91.125,4,1,12,0,6,0,1153,4429,5582
708,2,709,09/12/2012,15.750847,10.584325,0.390146,90.5417,4,1,12,0,0,0,441,2787,3228
709,2,710,10/12/2012,17.869153,12.750636,0.435575,92.5,4,1,12,0,1,1,329,4841,5170
710,2,711,11/12/2012,14.486653,19.834479,0.338363,59.6667,4,1,12,0,2,1,282,5219,5501
711,2,712,12/12/2012,12.1975,10.916779,0.297338,53.8333,4,1,12,0,3,1,310,5009,5319
712,1,713,13/12/2012,12.129153,11.666642999999999,0.294188,48.5833,4,1,12,0,4,1,425,5107,5532
713,1,714,14/12/2012,11.548347,8.792342999999999,0.294192,64.2917,4,1,12,0,5,1,429,5182,5611
714,1,715,15/12/2012,13.290847,7.12545,0.338383,65.0417,4,1,12,0,6,0,767,4280,5047
715,2,716,16/12/2012,14.8625,6.749714,0.369938,83.875,4,1,12,0,0,0,538,3248,3786
716,2,717,17/12/2012,16.126653,6.5833061,0.4015,90.7083,4,1,12,0,1,1,212,4373,4585
717,1,718,18/12/2012,16.844153,14.834067999999998,0.409708,66.625,4,1,12,0,2,1,433,5124,5557
718,1,719,19/12/2012,13.6325,12.334164,0.34216199999999997,62.5417,4,1,12,0,3,1,333,4934,5267
719,2,720,20/12/2012,13.53,8.875021,0.335217,66.7917,4,1,12,0,4,1,314,3814,4128
720,2,721,21/12/2012,13.393347,25.083661,0.301767,55.6667,1,1,12,0,5,1,221,3402,3623
721,1,722,22/12/2012,10.899153,27.292182,0.23611300000000002,44.125,1,1,12,0,6,0,205,1544,1749
722,1,723,23/12/2012,10.079153,8.916561,0.259471,51.5417,1,1,12,0,0,0,408,1379,1787
723,2,724,24/12/2012,9.483464,5.1744368,0.2589,79.1304,1,1,12,0,1,1,174,746,920
724,2,725,25/12/2012,11.943464,11.304642,0.29446500000000003,73.4783,1,1,12,1,2,0,440,573,1013
725,3,726,26/12/2012,9.976653,21.208582,0.220333,82.3333,1,1,12,0,3,1,9,432,441
726,2,727,27/12/2012,10.420847,23.458910999999997,0.226642,65.2917,1,1,12,0,4,1,247,1867,2114
727,2,728,28/12/2012,10.386652999999999,10.416557000000001,0.255046,59.0,1,1,12,0,5,1,644,2451,3095
728,2,729,29/12/2012,10.386652999999999,8.333661,0.2424,75.2917,1,1,12,0,6,0,159,1182,1341
729,1,730,30/12/2012,10.489153,23.500518,0.2317,48.3333,1,1,12,0,0,0,364,1432,1796
730,2,731,31/12/2012,8.849153,10.374682,0.223487,57.75,1,1,12,0,1,1,439,2290,2729
